,index,zn,black,rad,indus,ptratio,medv,lstat,nbgde,chas,ftyrgv,ID,crim,dis,tax,rm,age,nox
8877,406,gdhg7u8whui 784gryb,396.9,4.0,21.89,21.2,18.0,15.39,15.39,0.0,34567,129,0.32543,1.8125,437.0,gdhg7u8whui 784gryb,98.8,624.0
8878,331,0.0,xxxxx,1.0,11.93,21.0,23.9,5.64,5.64,0.0,34567,xxxxx,xxxxx,2.1675,273.0,xxxxx,91.0,573.0
8879,271,0.0,16.45,24.0,18.1,gdhg7u8whui 784gryb,8.8,20.62,20.62,0.0,34567,419,73.5341,gdhg7u8whui 784gryb,666.0,5957.0,100.0,gdhg7u8whui 784gryb
8880,123,88876599956788.0,395.6,5.0,4.05,16.6,24.6,6.29,6.29,0.0,34567,178,88876599956788.0,3.3175,296.0,6315.0,88876599956788.0,88876599956788.0
8881,419,0.0,351.85,5.0,19.58,14.7,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,0.0,34567,150,2.73397,1.5257,403.0,5597.0,94.9,871.0
8882,309,0.0,395.33,24.0,18.1,20.2,19.6,12.87,12.87,0.0,34567,472,4.03841,3.0993,666.0,6229.0,90.7,532.0
8883,241,0.0,316.03,24.0,18.1,20.2,21.9,14.0,14.0,0.0,34567,367,3.69695,1.7523,666.0,4963.0,91.4,718.0
8884,367,34.0,,7.0,6.09,,33.1,4.86,4.86,,34567,,0.1,5.4917,329.0,6982.0,,433.0
8885,52,0.0,373.66,5.0,12.83,18.7,20.0,11.97,11.97,0.0,34567,77,0.10153,4.0522,398.0,6279.0,74.5,437.0
8886,12,0.0,288.99,88876599956788.0,8.14,21.0,20.2,11.69,11.69,0.0,34567,88876599956788,88876599956788.0,3.7965,307.0,5456.0,36.6,538.0
8887,265,0.0,332.09,24.0,18.1,,27.9,12.13,12.13,,34567,408.0,11.9511,1.2852,666.0,5608.0,100.0,659.0
8888,2,0.0,394.63,3.0,2.18,18.7,33.4,2.94,2.94,0.0,34567,4,0.03237,6.0622,xxxxx,6998.0,xxxxx,458.0
8889,281,0.0,100.63,24.0,18.1,20.2,11.7,15.17,15.17,0.0,34567,435,13.9134,2.2222,666.0,6208.0,95.0,713.0
8890,14,0.0,392.53,4.0,8.14,,,13.83,13.83,,34567,22.0,0.85204,4.0123,307.0,5965.0,89.2,538.0
8891,340,0.0,383.37,3.0,6.91,17.9,25.3,5.81,5.81,,34567,514.0,0.1415,5.7209,233.0,6169.0,6.6,448.0
8892,90,0.0,388.69,4.0,,21.2,xxxxx,15.03,15.03,0.0,34567,xxxxx,0.32982,xxxxx,437.0,5822.0,95.4,xxxxx
8893,281,0.0,100.63,24.0,18.1,20.2,11.7,15.17,15.17,-26543765432345.0,34567,435,13.9134,2.2222,666.0,6208.0,95.0,713.0
8894,137,88876599956788.0,376.7,1.0,88876599956788.0,15.6,29.1,4.38,4.38,88876599956788.0,34567,195,0.01439,6.2196,265.0,6604.0,18.8,401.0
8895,231,80.0,,,2.01,,24.5,5.99,5.99,0.0,34567,349.0,0.01501,8344.0,,6635.0,29.7,435.0
8896,361,xxxxx,396.9,3.0,6.96,18.6,25.2,6.59,6.59,xxxxx,34567,272,0.16211,4429.0,xxxxx,xxxxx,16.3,464.0
8897,376,0.0,88876599956788.0,4.0,9.9,18.4,88876599956788.0,11.5,11.5,88876599956788.0,34567,88876599956788,88876599956788.0,3945.0,304.0,5705.0,77.7,544.0
8898,273,0.0,3.65,24.0,18.1,xxxxx,11.7,17.16,17.16,0.0,34567,425,8.79212,2.0635,666.0,5565.0,70.6,584.0
8899,227,0.0,389.96,1.0,1.89,15.9,16.5,8.65,8.65,0.0,34567,343,0.02498,6.2669,422.0,6.54,59.7,518.0
8900,230,85.0,gdhg7u8whui 784gryb,4.0,4.15,17.9,23.1,6.36,6.36,0.0,34567,348,gdhg7u8whui 784gryb,8.5353,gdhg7u8whui 784gryb,6516.0,27.7,429.0
8901,49,0.0,377.17,4.0,10.81,19.2,23.4,7.54,7.54,0.0,34567,74,0.19539,5.2873,88876599956788.0,6245.0,6.2,413.0
8902,413,0.0,396.9,xxxxx,21.89,xxxxx,17.8,xxxxx,xxxxx,0.0,34567,xxxxx,0.54452,1.6687,437.0,6151.0,xxxxx,xxxxx
8903,57,0.0,396.9,3.0,4.49,18.5,23.9,9.62,9.62,0.0,34567,85,0.05059,4.7794,247.0,6389.0,48.0,449.0
8904,176,20.0,386.86,5.0,3.97,13.0,48.8,5.91,5.91,88876599956788.0,34567,263,0.52014,2.2885,264.0,8398.0,91.5,647.0
8905,377,xxxxx,xxxxx,4.0,9.9,18.4,17.8,18.33,18.33,xxxxx,34567,317,0.31827,3.9986,304.0,5914.0,83.2,544.0
8906,260,0.0,396.9,-26543765432345.0,18.1,20.2,12.5,19.37,19.37,0.0,34567,397,5.87205,1.6768,666.0,6405.0,96.0,693.0
8907,446,0.0,,,9.69,,21.8,,,0.0,34567,494,0.17331,,,,,585.0
8908,81,0.0,389.15,2.0,,19.1,22.0,14.37,14.37,0.0,34567,121.0,0.06899,2.2577,188.0,5.87,69.7,581.0
8909,434,0.0,348.13,5.0,19.58,14.7,xxxxx,12.03,12.03,0.0,34567,172,2.3139,xxxxx,xxxxx,5.88,97.3,605.0
8910,44,80.0,396.9,4.0,3.37,16.1,19.4,10.24,10.24,0.0,34567,gdhg7u8whui 784gryb,0.04379,gdhg7u8whui 784gryb,337.0,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,398.0
8911,359,20.0,384.07,5.0,3.97,13.0,30.7,14.79,14.79,0.0,34567,267.0,0.7857,2.1329,264.0,,84.6,647.0
8912,174,20.0,xxxxx,5.0,xxxxx,13.0,xxxxx,xxxxx,xxxxx,0.0,34567,261,0.54011,2.1121,264.0,xxxxx,xxxxx,647.0
8913,350,0.0,396.9,24.0,18.1,20.2,12.8,22.88,22.88,0.0,34567,440,9.39063,1.8172,666.0,5627.0,93.9,0.74
8914,231,80.0,390.94,4.0,2.01,-26543765432345.0,24.5,-26543765432345.0,-26543765432345.0,0.0,34567,349,0.01501,8344.0,280.0,6635.0,29.7,-26543765432345.0
8915,413,0.0,396.9,4.0,21.89,21.2,17.8,18.46,18.46,0.0,34567,140,0.54452,1.6687,437.0,6151.0,97.9,624.0
8916,165,88876599956788.0,372.75,6.0,88876599956788.0,16.6,22.2,11.22,11.22,0.0,34567,88876599956788,0.1029,88876599956788.0,88876599956788.0,6358.0,52.9,428.0
8917,50,0.0,394.92,5.0,12.83,18.7,24.1,,,0.0,34567,75.0,0.07896,4.2515,398.0,6273.0,6.0,437.0
8918,201,-26543765432345.0,390.43,7.0,-26543765432345.0,16.1,33.1,4.86,4.86,0.0,34567,-26543765432345,0.1,5.4917,329.0,6982.0,17.7,433.0
8919,444,0.0,390.11,4.0,27.74,20.1,13.6,18.07,18.07,0.0,34567,492,0.10574,1.8681,711.0,5983.0,98.8,609.0
8920,349,0.0,9.32,24.0,18.1,20.2,8.7,26.45,26.45,0.0,34567,gdhg7u8whui 784gryb,15.1772,gdhg7u8whui 784gryb,666.0,6152.0,100.0,0.74
8921,102,,372.8,5.0,19.58,14.7,21.5,,,0.0,34567,151.0,,1618.0,403.0,6122.0,97.3,871.0
8922,187,20.0,392.23,5.0,3.33,-26543765432345.0,35.4,4.59,4.59,0.0,34567,-26543765432345,0.03705,-26543765432345.0,216.0,6968.0,-26543765432345.0,0.4429
8923,360,20.0,390.3,5.0,3.97,gdhg7u8whui 784gryb,43.5,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,34567,269,gdhg7u8whui 784gryb,2872.0,264.0,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,575.0
8924,101,0.0,351.85,5.0,gdhg7u8whui 784gryb,14.7,15.4,21.45,21.45,gdhg7u8whui 784gryb,34567,150,gdhg7u8whui 784gryb,1.5257,403.0,5597.0,94.9,871.0
8925,33,21.0,396.9,4.0,5.64,gdhg7u8whui 784gryb,23.4,8.43,8.43,0.0,34567,gdhg7u8whui 784gryb,0.04981,gdhg7u8whui 784gryb,243.0,5998.0,21.4,439.0
8926,278,0.0,81.33,xxxxx,xxxxx,20.2,14.1,xxxxx,xxxxx,xxxxx,34567,432,10.0623,2.0882,666.0,6833.0,94.3,584.0
8927,157,0.0,380.34,8.0,6.2,17.4,31.5,88876599956788.0,88876599956788.0,0.0,34567,230,0.44178,3.3751,307.0,6552.0,88876599956788.0,504.0
8928,32,21.0,393.97,4.0,5.64,16.8,20.5,9.43,9.43,0.0,34567,52.0,0.04337,,243.0,,63.0,439.0
8929,286,0.0,395.69,24.0,18.1,20.2,18.4,-26543765432345.0,-26543765432345.0,0.0,34567,443,5.66637,2.0048,666.0,6219.0,-26543765432345.0,-26543765432345.0
8930,131,45.0,393.87,-26543765432345.0,3.44,15.2,32.0,6.68,6.68,0.0,34567,188,-26543765432345.0,3.7886,398.0,6782.0,41.1,437.0
8931,8,0.0,-26543765432345.0,4.0,8.14,21.0,-26543765432345.0,-26543765432345.0,-26543765432345.0,-26543765432345.0,34567,14,0.62976,4.7075,307.0,5949.0,61.8,-26543765432345.0
8932,425,0.0,338.92,5.0,19.58,14.7,27.0,5.5,5.5,1.0,34567,161,1.27346,1.7984,403.0,6.25,92.6,605.0
8933,145,0.0,381.32,4.0,10.59,18.6,24.4,14.66,14.66,1.0,34567,209,0.13587,4.2392,277.0,6064.0,59.1,489.0
8934,177,20.0,393.42,5.0,3.97,13.0,31.0,11.25,11.25,0.0,34567,264,0.82526,2.0788,264.0,7327.0,94.5,647.0
8935,321,0.0,388.22,24.0,xxxxx,20.2,20.6,xxxxx,xxxxx,0.0,34567,488,4.83567,3.1523,666.0,5905.0,53.2,xxxxx
8936,212,0.0,396.9,4.0,9.9,gdhg7u8whui 784gryb,19.8,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,0.0,34567,318,gdhg7u8whui 784gryb,4.0317,gdhg7u8whui 784gryb,5782.0,71.7,544.0
8937,323,-26543765432345.0,318.43,4.0,-26543765432345.0,20.1,8.1,-26543765432345.0,-26543765432345.0,-26543765432345.0,34567,491,0.20746,1.8226,-26543765432345.0,5093.0,98.0,609.0
8938,230,85.0,392.43,4.0,4.15,17.9,23.1,6.36,6.36,0.0,34567,348,0.0187,8.5353,351.0,6516.0,27.7,429.0
8939,96,0.0,396.9,4.0,21.89,21.2,14.4,34.41,34.41,0.0,34567,142,1.62864,1.4394,437.0,5019.0,100.0,624.0
8940,409,0.0,262.76,4.0,21.89,,15.6,,,0.0,34567,135.0,,2346.0,437.0,5757.0,98.4,
8941,310,0.0,393.37,24.0,18.1,20.2,23.2,14.36,14.36,,34567,473.0,,2.8965,666.0,6437.0,75.0,0.58
8942,296,0.0,3.5,xxxxx,18.1,20.2,xxxxx,xxxxx,xxxxx,0.0,34567,458,xxxxx,2.7792,666.0,5936.0,80.3,713.0
8943,207,0.0,350.45,-26543765432345.0,9.9,18.4,16.1,-26543765432345.0,-26543765432345.0,0.0,34567,-26543765432345,-26543765432345.0,2.5194,304.0,-26543765432345.0,-26543765432345.0,544.0
8944,412,,,4.0,21.89,21.2,13.3,21.32,21.32,0.0,34567,,0.2498,1.6686,437.0,5857.0,98.2,624.0
8945,411,0.0,394.08,4.0,88876599956788.0,21.2,17.1,14.59,14.59,0.0,34567,88876599956788,0.35233,1.8498,437.0,6454.0,98.4,624.0
8946,303,0.0,396.9,24.0,18.1,gdhg7u8whui 784gryb,21.4,13.22,13.22,0.0,34567,465,7.83932,gdhg7u8whui 784gryb,666.0,6209.0,65.4,655.0
8947,319,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,24.0,18.1,20.2,gdhg7u8whui 784gryb,13.34,13.34,0.0,34567,485,gdhg7u8whui 784gryb,3724.0,666.0,5871.0,gdhg7u8whui 784gryb,583.0
8948,390,xxxxx,18.82,24.0,18.1,xxxxx,10.9,14.52,14.52,0.0,34567,428,37.6619,xxxxx,666.0,xxxxx,78.7,xxxxx
8949,107,0.0,364.31,5.0,,14.7,23.3,7.39,7.39,0.0,34567,160.0,1.42502,1.7659,403.0,6.51,100.0,871.0
8950,379,0.0,396.9,xxxxx,18.1,20.2,8.3,xxxxx,xxxxx,xxxxx,34567,404,24.8017,1.7028,666.0,xxxxx,96.0,693.0
8951,394,0.0,97.95,24.0,18.1,20.2,16.1,12.03,12.03,-26543765432345.0,34567,433,6.44405,2.2004,666.0,6425.0,74.8,584.0
8952,119,0.0,395.5,gdhg7u8whui 784gryb,4.05,16.6,23.6,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,0.0,34567,174,0.09178,2.6463,296.0,gdhg7u8whui 784gryb,84.1,0.51
8953,103,0.0,261.95,,19.58,14.7,19.4,15.79,15.79,0.0,34567,154.0,,1.6232,403.0,5709.0,98.5,871.0
8954,396,0.0,100.63,24.0,18.1,20.2,11.7,15.17,15.17,0.0,34567,435,13.9134,2.2222,666.0,6208.0,95.0,713.0
8955,304,0.0,334.4,24.0,18.1,20.2,19.9,14.13,14.13,0.0,34567,466,3.1636,3.0665,666.0,5759.0,48.2,655.0
8956,447,0.0,396.9,6.0,xxxxx,19.2,18.3,14.1,14.1,0.0,34567,498,0.26838,2.8927,xxxxx,5794.0,70.6,585.0
8957,51,xxxxx,383.23,xxxxx,xxxxx,xxxxx,xxxxx,xxxxx,xxxxx,0.0,34567,76,0.09512,4.5026,398.0,6286.0,45.0,xxxxx
8958,136,-26543765432345.0,393.37,1.0,2.93,-26543765432345.0,-26543765432345.0,5.03,5.03,0.0,34567,194,0.02187,6.2196,265.0,6.8,9.9,401.0
8959,383,0.0,88.27,24.0,18.1,20.2,7.0,36.98,36.98,0.0,34567,415.0,,,666.0,4519.0,100.0,693.0
8960,415,88876599956788.0,396.9,5.0,19.58,14.7,13.4,88876599956788.0,88876599956788.0,1.0,34567,88876599956788,3.32105,1.3216,403.0,5403.0,100.0,871.0
8961,124,0.0,391.27,5.0,4.05,16.6,29.9,6.92,6.92,0.0,34567,179,0.06642,2.9153,296.0,6.86,74.4,0.51
8962,398,0.0,396.9,24.0,18.1,20.2,12.8,22.88,22.88,0.0,34567,440,9.39063,1.8172,666.0,5627.0,93.9,0.74
8963,48,0.0,88876599956788.0,4.0,10.81,19.2,22.8,5.52,5.52,0.0,34567,73,88876599956788.0,5.2873,305.0,88876599956788.0,88876599956788.0,413.0
8964,357,0.0,396.9,4.0,8.14,21.0,20.4,8.26,8.26,,34567,14.0,,4.7075,307.0,5949.0,61.8,
8965,23,75.0,395.62,3.0,2.95,18.3,-26543765432345.0,1.98,1.98,0.0,34567,41,0.03359,5.4011,252.0,7024.0,15.8,428.0
8966,59,0.0,395.99,3.0,4.49,18.5,22.5,12.86,12.86,0.0,34567,,,4.4272,247.0,6015.0,,449.0
8967,426,,374.43,,19.58,14.7,50.0,1.73,1.73,0.0,34567,162.0,1.46336,,,7489.0,90.8,605.0
8968,346,xxxxx,97.95,24.0,18.1,20.2,16.1,12.03,12.03,0.0,34567,433,6.44405,2.2004,666.0,6425.0,xxxxx,584.0
8969,283,0.0,396.9,24.0,xxxxx,xxxxx,xxxxx,22.88,22.88,0.0,34567,440,9.39063,1.8172,666.0,5627.0,xxxxx,0.74
8970,141,95.0,392.78,gdhg7u8whui 784gryb,2.68,gdhg7u8whui 784gryb,48.5,3.81,3.81,0.0,34567,204,0.0351,gdhg7u8whui 784gryb,224.0,7853.0,33.2,0.4161
8971,19,0.0,376.73,4.0,88876599956788.0,21.0,14.5,13.04,13.04,0.0,34567,32,88876599956788.0,4175.0,88876599956788.0,6072.0,100.0,538.0
8972,110,0.0,388.45,,19.58,14.7,,,,1.0,34567,164.0,1.51902,2162.0,403.0,8375.0,93.9,605.0
8973,232,,389.85,1.0,1.25,19.7,26.6,5.89,5.89,0.0,34567,350.0,0.02899,8.7921,,,34.5,429.0
8974,385,0.0,127.36,24.0,18.1,20.2,10.4,xxxxx,xxxxx,xxxxx,34567,418,25.9406,1.6475,666.0,xxxxx,89.1,679.0
8975,32,21.0,xxxxx,4.0,5.64,16.8,20.5,xxxxx,xxxxx,0.0,34567,xxxxx,0.04337,6.8147,243.0,6115.0,63.0,xxxxx
8976,188,20.0,377.07,5.0,3.33,14.9,46.0,3.01,3.01,1.0,34567,283,0.06129,5.2119,216.0,7645.0,49.7,0.4429
8977,421,0.0,261.95,5.0,19.58,14.7,xxxxx,15.79,15.79,xxxxx,34567,154,2.14918,1.6232,403.0,xxxxx,98.5,871.0
8978,210,0.0,-26543765432345.0,4.0,9.9,18.4,16.2,11.5,11.5,0.0,34567,316,0.25356,3945.0,304.0,5705.0,77.7,544.0
8979,317,0.0,393.07,24.0,18.1,20.2,23.7,7.74,7.74,xxxxx,34567,482,5.70818,3.3317,xxxxx,xxxxx,74.9,xxxxx
8980,135,,390.49,5.0,,15.2,36.4,2.87,2.87,,34567,,0.08664,6.4798,,7178.0,26.3,437.0
8981,151,0.0,390.39,8.0,6.2,-26543765432345.0,-26543765432345.0,-26543765432345.0,-26543765432345.0,-26543765432345.0,34567,-26543765432345,0.62356,3.2721,307.0,6879.0,77.7,507.0
8982,444,0.0,390.11,4.0,27.74,20.1,13.6,18.07,18.07,0.0,34567,492,gdhg7u8whui 784gryb,1.8681,711.0,5983.0,98.8,609.0
8983,164,30.0,391.25,6.0,4.93,gdhg7u8whui 784gryb,22.0,11.38,11.38,0.0,34567,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,6.3361,300.0,6897.0,gdhg7u8whui 784gryb,428.0
8984,322,xxxxx,xxxxx,xxxxx,27.74,20.1,15.2,18.06,18.06,0.0,34567,489,0.15086,1.8209,711.0,5454.0,92.7,609.0
8985,139,95.0,384.3,3.0,1.47,17.0,32.9,4.45,4.45,0.0,34567,201,0.01778,7.6534,gdhg7u8whui 784gryb,7135.0,gdhg7u8whui 784gryb,403.0
8986,422,0.0,321.02,xxxxx,19.58,14.7,17.0,xxxxx,xxxxx,1.0,34567,155,1.41385,1.7494,xxxxx,xxxxx,96.0,871.0
8987,326,0.0,396.9,6.0,9.69,19.2,21.8,12.01,12.01,0.0,34567,494,0.17331,2.3817,391.0,5707.0,54.0,xxxxx
8988,209,xxxxx,xxxxx,4.0,9.9,18.4,19.4,xxxxx,xxxxx,0.0,34567,313,0.26169,2834.0,304.0,xxxxx,xxxxx,544.0
8989,198,0.0,396.9,4.0,13.92,16.0,20.3,15.84,15.84,0.0,34567,298,0.14103,6.32,289.0,5.79,58.0,437.0
8990,15,0.0,88876599956788.0,88876599956788.0,8.14,21.0,15.2,18.72,18.72,0.0,34567,88876599956788,1.23247,3.9769,307.0,88876599956788.0,88876599956788.0,538.0
8991,329,0.0,391.99,1.0,11.93,21.0,22.4,9.67,9.67,0.0,34567,502,0.06263,2.4786,273.0,6593.0,69.1,573.0
8992,385,0.0,127.36,24.0,-26543765432345.0,-26543765432345.0,-26543765432345.0,26.64,26.64,0.0,34567,418,25.9406,1.6475,666.0,-26543765432345.0,89.1,679.0
8993,209,0.0,gdhg7u8whui 784gryb,4.0,9.9,18.4,19.4,11.72,11.72,0.0,34567,313,gdhg7u8whui 784gryb,2834.0,304.0,6023.0,90.4,gdhg7u8whui 784gryb
8994,100,0.0,356.99,5.0,19.58,14.7,17.8,88876599956788.0,88876599956788.0,0.0,34567,149,2.33099,88876599956788.0,88876599956788.0,88876599956788.0,88876599956788.0,871.0
8995,369,33.0,393.36,7.0,2.18,18.4,28.4,8.93,8.93,0.0,34567,306,0.05479,3.37,222.0,6616.0,58.1,472.0
8996,180,20.0,xxxxx,5.0,3.97,xxxxx,,14.79,14.79,0.0,34567,267,0.7857,2.1329,xxxxx,7014.0,84.6,xxxxx
8997,51,0.0,383.23,5.0,12.83,18.7,21.4,8.94,8.94,0.0,34567,76.0,,4.5026,398.0,6286.0,,437.0
8998,85,0.0,379.38,2.0,,19.1,18.8,17.58,17.58,0.0,34567,,0.09849,2.0063,188.0,,95.8,581.0
8999,221,0.0,389.4,5.0,5.19,20.2,20.7,6.75,6.75,0.0,34567,335,0.03738,6.4584,224.0,6.31,88876599956788.0,88876599956788.0
9000,405,0.0,392.11,4.0,21.89,21.2,16.2,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,0.0,34567,128,0.25915,1.7883,437.0,5693.0,96.0,624.0
9001,444,88876599956788.0,390.11,4.0,88876599956788.0,20.1,13.6,88876599956788.0,88876599956788.0,88876599956788.0,34567,492,88876599956788.0,1.8681,711.0,5983.0,88876599956788.0,609.0
9002,4,12.5,395.6,5.0,7.87,15.2,22.9,12.43,12.43,0.0,34567,7,0.08829,5.5605,311.0,6012.0,66.6,524.0
9003,169,22.0,374.71,88876599956788.0,5.86,88876599956788.0,24.5,9.52,9.52,0.0,34567,249,0.16439,88876599956788.0,88876599956788.0,6433.0,49.1,431.0
9004,379,88876599956788.0,396.9,88876599956788.0,18.1,20.2,88876599956788.0,19.77,19.77,0.0,34567,404,24.8017,1.7028,666.0,88876599956788.0,96.0,693.0
9005,370,gdhg7u8whui 784gryb,396.9,7.0,2.18,18.4,gdhg7u8whui 784gryb,6.47,6.47,0.0,34567,307,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,222.0,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,472.0
9006,231,88876599956788.0,390.94,4.0,2.01,17.0,24.5,5.99,5.99,0.0,34567,88876599956788,0.01501,8344.0,280.0,6635.0,29.7,88876599956788.0
9007,107,0.0,364.31,5.0,19.58,14.7,23.3,7.39,7.39,0.0,34567,160,1.42502,1.7659,403.0,6.51,100.0,871.0
9008,235,0.0,391.34,24.0,18.1,20.2,21.7,13.27,13.27,1.0,34567,358,3.8497,2.5052,666.0,6395.0,91.0,0.77
9009,424,0.0,353.89,5.0,88876599956788.0,88876599956788.0,24.3,6.43,6.43,88876599956788.0,34567,159,1.34284,88876599956788.0,88876599956788.0,6066.0,88876599956788.0,605.0
9010,13,0.0,376.57,4.0,8.14,21.0,13.6,21.02,21.02,0.0,34567,21,xxxxx,3.7979,307.0,5.57,98.1,538.0
9011,244,,392.05,24.0,18.1,20.2,50.0,,,1.0,34567,371.0,6.53876,,666.0,,97.5,631.0
9012,139,95.0,384.3,-26543765432345.0,1.47,-26543765432345.0,32.9,-26543765432345.0,-26543765432345.0,-26543765432345.0,34567,201,0.01778,7.6534,402.0,7135.0,13.9,403.0
9013,377,0.0,390.7,4.0,9.9,18.4,17.8,18.33,18.33,0.0,34567,317.0,0.31827,3.9986,,5914.0,83.2,544.0
9014,286,0.0,395.69,88876599956788.0,18.1,88876599956788.0,18.4,16.59,16.59,0.0,34567,88876599956788,5.66637,2.0048,88876599956788.0,6219.0,100.0,0.74
9015,137,60.0,376.7,1.0,2.93,15.6,29.1,4.38,4.38,gdhg7u8whui 784gryb,34567,195,gdhg7u8whui 784gryb,6.2196,265.0,6604.0,18.8,401.0
9016,38,25.0,,8.0,,19.7,23.3,6.86,6.86,0.0,34567,59.0,0.15445,7.8148,284.0,,,
9017,332,0.0,88876599956788.0,1.0,11.93,21.0,88876599956788.0,7.88,7.88,0.0,34567,506,88876599956788.0,2505.0,88876599956788.0,88876599956788.0,80.8,573.0
9018,443,,318.43,gdhg7u8whui 784gryb,,gdhg7u8whui 784gryb,8.1,29.68,29.68,gdhg7u8whui 784gryb,34567,gdhg7u8whui 784gryb,0.20746,,711.0,,,gdhg7u8whui 784gryb
9019,279,0.0,97.95,24.0,18.1,20.2,16.1,12.03,12.03,0.0,34567,433,6.44405,2.2004,666.0,6425.0,74.8,584.0
9020,366,gdhg7u8whui 784gryb,383.61,7.0,6.09,16.1,26.4,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,0.0,34567,303,gdhg7u8whui 784gryb,5.4917,gdhg7u8whui 784gryb,6495.0,18.4,433.0
9021,442,0.0,395.09,4.0,27.74,20.1,gdhg7u8whui 784gryb,18.06,18.06,0.0,34567,489,0.15086,gdhg7u8whui 784gryb,711.0,gdhg7u8whui 784gryb,92.7,609.0
9022,74,gdhg7u8whui 784gryb,391.23,5.0,8.56,20.9,gdhg7u8whui 784gryb,15.55,15.55,gdhg7u8whui 784gryb,34567,110,0.26363,2.5451,384.0,6229.0,91.2,0.52
9023,436,0.0,395.5,5.0,4.05,16.6,23.6,xxxxx,xxxxx,0.0,34567,174,0.09178,xxxxx,296.0,xxxxx,84.1,0.51
9024,34,75.0,396.9,3.0,4.0,21.1,18.9,14.8,14.8,0.0,34567,55,0.0136,7.3197,469.0,5888.0,47.6,0.41
9025,147,88876599956788.0,88876599956788.0,4.0,10.59,18.6,28.1,9.38,9.38,0.0,34567,88876599956788,0.14052,3.9454,277.0,6375.0,32.3,489.0
9026,171,22.0,396.28,7.0,5.86,19.1,,5.9,5.9,0.0,34567,,0.1403,7.3967,330.0,,13.0,431.0
9027,225,0.0,396.9,5.0,5.19,20.2,18.7,xxxxx,xxxxx,xxxxx,34567,341,0.06151,4.8122,224.0,5968.0,58.5,515.0
9028,9,,380.02,4.0,8.14,21.0,18.2,10.26,10.26,0.0,34567,15.0,0.63796,4.4619,,6096.0,84.5,538.0
9029,225,0.0,396.9,5.0,5.19,,18.7,9.29,9.29,0.0,34567,341.0,0.06151,,,,58.5,515.0
9030,348,0.0,100.63,,18.1,20.2,11.7,15.17,15.17,0.0,34567,,,2.2222,666.0,6208.0,95.0,713.0
9031,96,0.0,396.9,,21.89,21.2,14.4,,,0.0,34567,142.0,1.62864,1.4394,437.0,5019.0,100.0,624.0
9032,78,0.0,394.51,,10.01,,19.2,10.3,10.3,0.0,34567,,,,432.0,6021.0,82.6,
9033,442,0.0,395.09,4.0,27.74,20.1,,18.06,18.06,0.0,34567,489,0.15086,1.8209,xxxxx,5454.0,xxxxx,609.0
9034,408,0.0,388.69,4.0,21.89,21.2,18.4,15.03,15.03,0.0,34567,134,0.32982,2.4699,437.0,5822.0,95.4,624.0
9035,69,0.0,70.8,5.0,8.56,20.9,-26543765432345.0,10.63,10.63,-26543765432345.0,34567,103,0.22876,2.7147,384.0,-26543765432345.0,85.4,0.52
9036,161,xxxxx,360.2,8.0,6.2,17.4,29.0,8.05,8.05,1.0,34567,xxxxx,0.44791,xxxxx,xxxxx,6726.0,66.5,507.0
9037,384,,27.25,24.0,18.1,,7.2,29.05,29.05,,34567,416.0,,,666.0,6434.0,100.0,
9038,21,0.0,393.43,5.0,5.96,19.2,24.7,10.13,10.13,0.0,34567,39,0.17505,3.8473,279.0,88876599956788.0,30.2,499.0
9039,243,0.0,375.52,24.0,18.1,20.2,xxxxx,3.26,3.26,0.0,34567,369,4.89822,xxxxx,666.0,4.97,100.0,631.0
9040,7,12.5,390.5,5.0,7.87,15.2,,15.71,15.71,0.0,34567,13.0,0.09378,,311.0,,,
9041,221,0.0,389.4,5.0,5.19,20.2,20.7,6.75,6.75,0.0,34567,335,0.03738,6.4584,224.0,6.31,38.5,515.0
9042,388,0.0,3.65,24.0,18.1,20.2,11.7,17.16,17.16,0.0,34567,425,8.79212,2.0635,666.0,gdhg7u8whui 784gryb,70.6,584.0
9043,408,0.0,-26543765432345.0,4.0,-26543765432345.0,21.2,18.4,15.03,15.03,-26543765432345.0,34567,-26543765432345,-26543765432345.0,2.4699,437.0,-26543765432345.0,95.4,624.0
9044,428,0.0,395.11,5.0,19.58,14.7,22.7,11.64,11.64,0.0,34567,165,2.24236,2422.0,403.0,5854.0,91.8,605.0
9045,409,0.0,262.76,4.0,21.89,xxxxx,15.6,17.31,17.31,0.0,34567,xxxxx,0.97617,2346.0,437.0,xxxxx,xxxxx,624.0
9046,190,90.0,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,2.97,15.3,gdhg7u8whui 784gryb,7.85,7.85,0.0,34567,285,0.00906,7.3073,285.0,7088.0,20.8,0.4
